customer_key,r_score,f_score,m_score,monetary,segment
977,1,1,2,67291.55,At Risk
8401,1,1,2,67303.27,At Risk
8074,1,2,2,67333.71,At Risk
9075,1,2,2,67347.25,At Risk
9366,4,1,2,67365.98,Recent
9942,1,2,2,67397.74,At Risk
4084,1,2,2,67412.52,At Risk
7262,2,2,2,67430.33,At Risk
9616,5,1,2,67449.16,Recent
8224,3,2,2,67477.28,Regular
2074,1,2,2,67478.60,At Risk
2925,4,3,2,67479.91,Recent
4571,2,1,2,67515.64,At Risk
9188,2,1,2,67554.09,At Risk
2041,2,3,2,67568.55,Regular
6211,2,2,2,67593.66,At Risk
2381,2,2,2,67595.24,At Risk
4408,3,3,2,67630.92,Regular
8027,3,3,2,67654.01,Regular
3096,1,4,2,67661.52,Regular
52,1,2,2,67688.69,At Risk
3992,1,2,2,67740.82,At Risk
7077,3,3,2,67744.78,Regular
5499,1,2,2,67747.74,At Risk
2708,3,4,2,67764.71,Regular
1803,1,1,2,67796.39,At Risk
836,2,2,2,67820.20,At Risk
7377,3,3,2,67840.19,Regular
8716,2,1,2,67890.65,At Risk
7046,5,4,2,67921.54,Recent
5247,1,1,2,67940.30,At Risk
6725,3,2,2,67964.70,Regular
9865,1,2,2,67977.53,At Risk
3375,5,4,2,67989.81,Recent
748,5,3,2,68011.69,Recent
7838,3,3,2,68046.25,Regular
373,2,2,2,68079.58,At Risk
4221,4,3,2,68097.74,Recent
150,2,1,2,68099.15,At Risk
9830,3,4,2,68107.18,Regular
7717,4,2,2,68141.02,Recent
4893,3,3,2,68147.79,Regular
7286,5,3,2,68164.77,Recent
838,2,3,2,68166.15,Regular
6024,4,3,2,68166.79,Recent
2902,5,3,2,68188.85,Recent
4793,2,2,2,68226.54,At Risk
5829,1,2,2,68247.15,At Risk
958,4,3,2,68262.27,Recent
8710,2,2,2,68264.54,At Risk
5633,1,2,2,68266.70,At Risk
8063,4,2,2,68271.87,Recent
119,3,2,2,68293.36,Regular
4677,4,5,2,68298.60,Recent
6641,4,5,2,68334.04,Recent
7664,1,1,2,68369.51,At Risk
7557,1,1,2,68370.61,At Risk
1947,4,2,2,68372.86,Recent
6444,1,1,2,68431.75,At Risk
5768,3,3,2,68446.71,Regular
8679,1,1,2,68455.28,At Risk
1806,4,5,2,68467.03,Recent
9935,3,3,2,68489.73,Regular
5645,2,2,2,68511.06,At Risk
9565,1,1,2,68514.66,At Risk
6223,2,2,2,68530.16,At Risk
2298,1,1,2,68533.50,At Risk
468,2,3,2,68568.10,Regular
1059,2,2,2,68608.25,At Risk
1370,2,2,2,68632.74,At Risk
7536,3,3,2,68634.66,Regular
4997,2,1,2,68648.46,At Risk
1942,2,2,2,68655.56,At Risk
1481,1,2,2,68660.12,At Risk
5376,2,2,2,68678.41,At Risk
3529,5,1,2,68682.75,Recent
7034,5,1,2,68736.05,Recent
8159,4,3,2,68766.80,Recent
5780,2,2,2,68774.42,At Risk
4736,1,2,2,68776.31,At Risk
3712,1,2,2,68789.24,At Risk
9638,2,1,2,68800.98,At Risk
551,1,4,2,68817.23,Regular
3910,2,2,2,68833.87,At Risk
9503,5,5,2,68835.81,Recent
8033,4,1,2,68855.20,Recent
895,3,1,2,68892.70,Regular
7933,5,4,2,68916.51,Recent
6467,3,2,2,68923.96,Regular
5599,2,2,2,68962.57,At Risk
4376,4,1,2,68981.94,Recent
1897,4,3,2,69019.10,Recent
6601,1,2,2,69029.19,At Risk
2428,3,2,2,69054.96,Regular
7777,4,3,2,69068.54,Recent
1391,1,1,2,69070.30,At Risk
3585,3,2,2,69086.29,Regular
4424,5,5,2,69098.42,Recent
2504,1,2,2,69103.02,At Risk
4780,3,3,2,69105.85,Regular
80,2,2,2,69118.52,At Risk
4070,1,1,2,69139.28,At Risk
2722,4,2,2,69219.21,Recent
5570,4,4,2,69243.19,Recent
1846,3,2,2,69253.84,Regular
8467,1,2,2,69262.90,At Risk
482,3,3,2,69277.60,Regular
4472,5,3,2,69281.44,Recent
6570,2,3,2,69285.44,Regular
7997,3,3,2,69319.46,Regular
7433,4,1,2,69323.90,Recent
4339,2,3,2,69333.04,Regular
2419,3,2,2,69358.81,Regular
8168,2,2,2,69430.54,At Risk
8412,3,3,2,69432.61,Regular
3900,3,1,2,69470.44,Regular
3152,4,3,2,69478.00,Recent
878,3,2,2,69483.69,Regular
6209,1,2,2,69494.95,At Risk
2063,2,2,2,69541.93,At Risk
9021,1,1,2,69557.45,At Risk
6621,4,3,2,69641.82,Recent
4207,2,2,2,69663.20,At Risk
7474,5,3,2,69664.47,Recent
9040,1,1,2,69686.03,At Risk
56,3,3,2,69707.31,Regular
1010,5,3,2,69758.32,Recent
5324,4,3,2,69785.66,Recent
7666,3,3,2,69787.28,Regular
6831,1,1,2,69809.38,At Risk
6251,2,1,2,69834.03,At Risk
5078,2,2,2,69861.32,At Risk
190,4,2,2,69865.59,Recent
5956,5,4,2,69867.67,Recent
7447,3,2,2,69874.86,Regular
8684,5,3,2,69934.83,Recent
1061,2,1,2,69955.46,At Risk
9568,2,2,2,70002.95,At Risk
9202,5,3,2,70026.97,Recent
5110,4,2,2,70068.67,Recent
5734,1,2,2,70068.87,At Risk
6401,2,2,2,70072.71,At Risk
9775,1,2,2,70100.41,At Risk
5769,3,3,2,70121.07,Regular
7637,4,3,2,70125.18,Recent
2212,1,1,2,70134.06,At Risk
478,2,2,2,70169.28,At Risk
9995,1,1,2,70177.69,At Risk
8094,4,3,2,70222.55,Recent
2867,1,1,2,70228.35,At Risk
3947,4,3,2,70317.66,Recent
3176,3,3,2,70345.16,Regular
1558,1,2,2,70382.82,At Risk
5654,4,3,2,70408.54,Recent
6521,4,3,2,70410.51,Recent
3390,3,3,2,70448.98,Regular
2661,1,2,2,70497.16,At Risk
2227,4,4,2,70528.03,Recent
6670,3,3,2,70572.06,Regular
9133,5,4,2,70620.43,Recent
5077,2,2,2,70627.41,At Risk
2730,3,2,2,70628.57,Regular
3906,2,2,2,70644.24,At Risk
9449,1,2,2,70653.08,At Risk
4779,3,2,2,70686.02,Regular
2207,3,3,2,70731.14,Regular
7114,2,4,2,70739.56,Regular
7577,2,2,2,70745.19,At Risk
2436,1,1,2,70745.93,At Risk
7982,4,3,2,70822.64,Recent
359,1,1,2,70834.31,At Risk
5841,1,1,2,70844.02,At Risk
5282,3,3,2,70862.97,Regular
6992,5,3,2,70877.33,Recent
8016,2,2,2,70918.93,At Risk
7247,2,2,2,70924.92,At Risk
7369,3,2,2,70938.48,Regular
3401,5,3,2,70939.68,Recent
2465,4,2,2,70961.00,Recent
6814,1,4,2,70973.00,Regular
909,2,2,2,70974.17,At Risk
3036,5,3,2,71014.32,Recent
8341,3,3,2,71046.81,Regular
1875,3,2,2,71059.40,Regular
3931,4,3,2,71067.49,Recent
9097,1,1,2,71072.00,At Risk
8471,1,2,2,71098.96,At Risk
6891,4,3,2,71119.59,Recent
8956,2,2,2,71145.27,At Risk
2788,2,5,2,71146.92,Regular
6630,4,3,2,71149.44,Recent
7483,3,3,2,71162.20,Regular
6787,5,3,2,71166.13,Recent
3506,4,3,2,71174.48,Recent
6116,3,3,2,71189.67,Regular
2026,5,3,2,71214.96,Recent
3852,3,2,2,71225.59,Regular
4229,5,3,2,71232.16,Recent
9228,2,4,2,71242.70,Regular
8000,3,2,2,71263.03,Regular
6221,5,3,2,71276.97,Recent
2656,2,2,2,71315.53,At Risk
5439,2,4,2,71322.66,Regular
9055,5,3,2,71369.28,Recent
9164,5,1,2,71380.18,Recent
7547,3,2,2,71406.69,Regular
2926,5,3,2,71412.76,Recent
4063,5,5,2,71418.45,Recent
7273,2,1,2,71428.40,At Risk
2900,3,1,2,71439.13,Regular
685,2,2,2,71444.86,At Risk
4955,3,4,2,71449.00,Regular
9894,5,3,2,71450.51,Recent
3596,5,3,2,71482.86,Recent
4225,4,2,2,71501.29,Recent
3957,1,4,2,71577.32,Regular
3971,1,4,2,71659.84,Regular
6036,2,2,2,71681.54,At Risk
1602,1,2,2,71759.31,At Risk
7892,3,4,2,71767.33,Regular
5125,1,2,2,71785.07,At Risk
6893,1,2,2,71817.83,At Risk
132,4,2,2,71820.73,Recent
2002,3,4,2,71845.81,Regular
1916,4,3,2,71853.92,Recent
5749,1,1,2,71867.78,At Risk
5643,1,1,2,71885.21,At Risk
855,2,2,2,71890.42,At Risk
904,3,2,2,71913.43,Regular
806,3,4,2,71917.22,Regular
3777,5,3,2,71961.14,Recent
6899,2,2,2,71966.64,At Risk
7822,4,4,2,71977.08,Recent
808,3,2,2,72036.09,Regular
8806,2,1,2,72037.13,At Risk
449,4,4,2,72049.23,Recent
863,4,4,2,72094.95,Recent
4252,4,2,2,72105.88,Recent
6318,5,3,2,72154.29,Recent
314,4,4,2,72156.32,Recent
1285,2,2,2,72157.44,At Risk
8028,2,2,2,72249.21,At Risk
168,4,3,2,72258.00,Recent
6005,1,1,2,72310.18,At Risk
5618,2,2,2,72340.78,At Risk
6233,3,3,2,72342.01,Regular
500,4,3,2,72344.54,Recent
5130,5,3,2,72358.09,Recent
8538,5,3,2,72381.26,Recent
6264,5,3,2,72391.69,Recent
6514,1,2,2,72406.64,At Risk
2881,2,2,2,72411.49,At Risk
7604,1,1,2,72421.76,At Risk
4534,5,3,2,72427.93,Recent
7304,1,1,2,72474.03,At Risk
1255,5,3,2,72486.06,Recent
8069,4,2,2,72531.56,Recent
4996,4,3,2,72558.38,Recent
7629,1,1,2,72558.52,At Risk
7968,1,2,2,72566.83,At Risk
1691,2,3,2,72583.18,Regular
7371,4,5,2,72605.93,Recent
7252,2,1,2,72610.71,At Risk
6230,4,3,2,72633.41,Recent
1545,1,1,2,72647.68,At Risk
7112,1,1,2,72677.38,At Risk
1387,4,1,2,72689.29,Recent
8025,3,2,2,72705.57,Regular
1852,3,1,2,72717.16,Regular
5991,1,1,2,72757.36,At Risk
2391,1,2,2,72786.73,At Risk
9018,3,3,2,72827.58,Regular
5985,4,2,2,72862.34,Recent
3307,3,2,2,72877.15,Regular
118,4,3,2,72880.82,Recent
2478,3,3,2,72907.39,Regular
8581,5,4,2,72911.83,Recent
530,1,1,2,72948.05,At Risk
7835,5,3,2,72962.52,Recent
7406,2,3,2,72963.96,Regular
7627,1,1,2,72971.49,At Risk
3836,2,2,2,73001.76,At Risk
8788,2,2,2,73011.92,At Risk
8687,4,5,2,73018.89,Recent
9740,5,1,2,73029.46,Recent
8340,3,2,2,73034.55,Regular
8593,1,1,2,73108.95,At Risk
229,3,2,2,73119.25,Regular
7070,5,3,2,73126.20,Recent
5357,1,1,2,73163.69,At Risk
6631,1,1,2,73177.56,At Risk
6372,5,5,2,73206.60,Recent
8044,3,3,2,73209.55,Regular
9663,3,2,2,73238.76,Regular
4050,4,3,2,73249.97,Recent
1249,4,3,2,73251.81,Recent
7671,3,2,2,73282.04,Regular
2285,2,2,2,73290.36,At Risk
1403,5,1,2,73300.87,Recent
8655,1,2,2,73320.09,At Risk
4275,3,2,2,73328.37,Regular
791,5,2,2,73359.59,Recent
444,1,2,2,73489.30,At Risk
9898,3,3,2,73496.53,Regular
8527,3,3,2,73536.64,Regular
6358,4,3,2,73554.56,Recent
767,1,2,2,73585.18,At Risk
7803,1,1,2,73586.50,At Risk
9681,1,1,2,73616.30,At Risk
5204,3,2,2,73641.66,Regular
7364,1,1,2,73680.76,At Risk
4378,4,3,2,73697.28,Recent
5229,4,1,2,73710.17,Recent
5245,1,2,2,73721.95,At Risk
1951,4,4,2,73733.65,Recent
6179,3,4,2,73737.62,Regular
1548,1,2,2,73755.91,At Risk
6283,2,2,2,73769.59,At Risk
8688,4,3,2,73784.55,Recent
1456,5,4,2,73790.31,Recent
3890,1,2,2,73791.62,At Risk
8766,3,1,2,73815.70,Regular
3856,3,3,2,73818.74,Regular
2563,3,3,2,73824.60,Regular
5706,1,2,2,73840.77,At Risk
7057,1,1,2,73873.80,At Risk
3760,3,3,2,73910.60,Regular
4947,1,1,2,73932.34,At Risk
9639,5,3,2,73944.17,Recent
9884,2,2,2,73963.96,At Risk
1286,1,1,2,73981.67,At Risk
3184,2,2,2,73987.84,At Risk
8125,2,2,2,74023.65,At Risk
2357,5,1,2,74038.14,Recent
1174,5,5,2,74058.22,Recent
6352,2,1,2,74090.11,At Risk
1013,4,3,2,74110.50,Recent
1091,5,3,2,74114.31,Recent
7480,4,5,2,74119.82,Recent
5341,2,4,2,74152.28,Regular
1134,2,4,2,74197.67,Regular
2943,5,1,2,74211.31,Recent
4327,4,3,2,74220.06,Recent
5154,1,2,2,74221.39,At Risk
2770,3,2,2,74239.39,Regular
7995,4,3,2,74279.93,Recent
7270,2,3,2,74306.94,Regular
3552,4,3,2,74325.04,Recent
7188,3,2,2,74325.33,Regular
9555,2,3,2,74400.69,Regular
9847,1,4,2,74414.82,Regular
2273,1,1,2,74444.77,At Risk
4181,3,2,2,74446.63,Regular
6446,2,2,2,74470.23,At Risk
9220,2,1,2,74491.15,At Risk
1358,3,1,2,74495.79,Regular
1866,3,3,2,74518.90,Regular
7029,1,1,2,74526.92,At Risk
8262,2,2,2,74542.09,At Risk
9502,2,2,2,74551.77,At Risk
9006,2,1,2,74558.70,At Risk
1003,1,2,2,74577.15,At Risk
8562,4,1,2,74579.55,Recent
6468,4,3,2,74583.33,Recent
8331,2,2,2,74596.89,At Risk
4299,1,2,2,74657.79,At Risk
337,3,3,2,74658.31,Regular
8107,4,4,2,74709.37,Recent
2221,5,3,2,74738.92,Recent
2622,2,4,2,74754.48,Regular
261,1,1,2,74760.33,At Risk
6982,4,1,2,74763.53,Recent
3030,4,3,2,74774.01,Recent
9544,4,1,2,74789.52,Recent
3925,2,2,2,74818.32,At Risk
4728,3,4,2,74869.91,Regular
825,2,2,2,74876.79,At Risk
3976,4,1,2,74888.80,Recent
6616,3,2,2,74960.54,Regular
9793,2,1,2,74962.33,At Risk
505,3,3,2,75008.51,Regular
968,1,2,2,75057.30,At Risk
4527,4,5,2,75057.41,Recent
3515,4,3,2,75083.80,Recent
4770,2,4,2,75097.38,Regular
379,4,3,2,75123.85,Recent
4805,2,2,2,75132.18,At Risk
7457,1,1,2,75143.54,At Risk
9628,2,2,2,75153.90,At Risk
4588,5,4,2,75164.62,Recent
7266,3,4,2,75173.65,Regular
7593,5,1,2,75203.59,Recent
3436,4,3,2,75209.87,Recent
8616,1,2,2,75220.92,At Risk
9826,2,1,2,75261.38,At Risk
7425,5,1,2,75268.55,Recent
3629,5,3,2,75276.75,Recent
6410,3,3,2,75298.93,Regular
7682,1,4,2,75303.32,Regular
389,4,1,2,75306.73,Recent
3677,3,1,2,75309.78,Regular
839,5,3,2,75334.99,Recent
8446,4,3,2,75424.47,Recent
4205,4,3,2,75466.39,Recent
3005,1,4,2,75466.89,Regular
8472,1,2,2,75488.09,At Risk
2637,4,3,2,75558.47,Recent
7778,2,2,2,75585.32,At Risk
1277,5,3,2,75626.88,Recent
93,1,2,2,75643.69,At Risk
5007,5,1,2,75665.67,Recent
4813,1,1,2,75671.49,At Risk
9298,2,2,2,75747.41,At Risk
5662,2,2,2,75749.97,At Risk
8699,5,4,2,75765.74,Recent
5687,1,4,2,75778.04,Regular
2100,2,1,2,75797.20,At Risk
1604,2,2,2,75847.84,At Risk
8295,4,3,2,75855.88,Recent
6435,3,2,2,75899.60,Regular
5747,4,3,2,75906.25,Recent
8265,2,2,2,75915.43,At Risk
6225,4,3,2,75932.63,Recent
3732,2,2,2,75942.31,At Risk
2670,2,1,2,75952.00,At Risk
3039,1,1,2,75957.53,At Risk
9821,2,2,2,75961.52,At Risk
8092,1,1,2,75969.54,At Risk
2836,1,3,2,75983.24,Regular
329,5,3,2,76007.50,Recent
1824,1,2,2,76024.37,At Risk
7583,2,4,2,76036.63,Regular
7767,1,2,2,76042.94,At Risk
8479,4,4,2,76075.04,Recent
2128,1,1,2,76092.36,At Risk
4522,4,2,2,76113.59,Recent
1986,2,4,2,76121.84,Regular
1187,2,1,2,76132.00,At Risk
1282,2,2,2,76132.74,At Risk
6829,2,2,2,76136.40,At Risk
4477,5,3,2,76149.89,Recent
3807,4,1,2,76151.23,Recent
4157,3,2,2,76178.65,Regular
4730,2,3,2,76185.19,Regular
5484,5,3,2,76216.87,Recent
130,2,2,2,76246.39,At Risk
7503,3,2,2,76278.22,Regular
6071,4,3,2,76311.90,Recent
4689,3,3,2,76346.98,Regular
6503,1,1,2,76366.54,At Risk
5411,2,2,2,76375.97,At Risk
3359,5,3,2,76391.49,Recent
2133,5,1,2,76393.36,Recent
2767,1,2,2,76394.23,At Risk
6605,2,2,2,76435.16,At Risk
5453,1,1,2,76436.79,At Risk
9349,3,3,2,76456.95,Regular
9465,1,1,2,76464.51,At Risk
3938,2,3,2,76468.39,Regular
8883,2,2,2,76483.25,At Risk
9967,5,1,2,76491.53,Recent
7570,2,2,2,76492.70,At Risk
1048,3,3,2,76503.03,Regular
210,1,2,2,76509.83,At Risk
9145,2,2,2,76518.19,At Risk
4734,3,3,2,76522.55,Regular
5123,1,1,2,76530.39,At Risk
3563,5,4,2,76534.13,Recent
688,1,1,2,76573.38,At Risk
4560,2,3,2,76577.90,Regular
5319,2,2,2,76579.06,At Risk
2750,3,4,2,76583.88,Regular
9657,1,2,2,76587.89,At Risk
2817,2,4,2,76599.49,Regular
4783,1,2,2,76640.65,At Risk
7289,4,1,2,76687.87,Recent
6414,1,2,2,76729.01,At Risk
5342,5,5,2,76732.69,Recent
8770,3,4,2,76777.16,Regular
7691,5,4,2,76800.58,Recent
6765,3,3,2,76802.04,Regular
9036,1,2,2,76813.59,At Risk
8192,2,2,2,76847.52,At Risk
3798,3,2,2,76857.44,Regular
9904,1,2,2,76894.69,At Risk
3145,2,2,2,76960.57,At Risk
365,1,1,2,76969.86,At Risk
6590,1,2,2,76974.28,At Risk
4110,1,1,2,77002.12,At Risk
8302,2,2,2,77067.96,At Risk
9561,5,3,2,77096.68,Recent
6940,5,1,2,77100.58,Recent
476,2,2,2,77112.74,At Risk
5686,2,4,2,77125.86,Regular
9444,2,4,2,77159.42,Regular
2355,1,2,2,77184.51,At Risk
9378,4,2,2,77196.26,Recent
2201,1,1,2,77219.32,At Risk
7236,4,1,2,77233.22,Recent
1398,5,3,2,77244.93,Recent
1204,2,2,2,77248.39,At Risk
2286,3,4,2,77258.72,Regular
6508,4,5,2,77278.90,Recent
4659,1,1,2,77317.62,At Risk
1570,5,4,2,77318.42,Recent
8396,5,4,2,77339.93,Recent
9811,5,4,2,77340.56,Recent
6449,2,3,2,77351.80,Regular
3934,1,4,2,77373.62,Regular
3293,1,2,2,77381.17,At Risk
620,3,4,2,77494.00,Regular
6034,1,2,2,77526.90,At Risk
4011,1,1,2,77540.19,At Risk
2950,1,5,2,77569.33,Regular
9211,4,3,2,77633.29,Recent
1396,4,1,2,77633.32,Recent
1071,3,2,2,77673.50,Regular
8117,1,1,2,77679.57,At Risk
5578,3,2,2,77698.94,Regular
5246,4,1,2,77747.78,Recent
6085,5,3,2,77760.56,Recent
6248,1,2,2,77762.77,At Risk
8306,5,3,2,77770.07,Recent
6214,3,3,2,77850.34,Regular
9427,4,1,2,77879.17,Recent
7115,5,2,2,77896.67,Recent
5678,3,4,2,77939.84,Regular
4192,4,3,2,77957.79,Recent
4638,5,2,2,77966.70,Recent
1280,2,2,2,77974.63,At Risk
967,1,1,2,78003.86,At Risk
6239,5,3,2,78012.73,Recent
5273,3,3,2,78017.33,Regular
3626,2,2,2,78026.81,At Risk
9339,3,4,2,78066.44,Regular
3209,5,3,2,78087.36,Recent
1944,2,1,2,78089.76,At Risk
3769,4,4,2,78094.72,Recent
2961,1,1,2,78148.17,At Risk
8912,2,1,2,78148.85,At Risk
2422,5,5,2,78166.63,Recent
7119,4,5,2,78176.81,Recent
4748,1,1,2,78178.39,At Risk
460,4,5,2,78199.67,Recent
7181,1,2,2,78229.76,At Risk
5019,1,2,2,78240.57,At Risk
6881,2,3,2,78260.88,Regular
8139,4,3,2,78261.36,Recent
5206,3,3,2,78266.96,Regular
934,3,2,2,78271.24,Regular
3908,1,2,2,78284.04,At Risk
4323,5,3,2,78284.90,Recent
245,5,4,2,78308.08,Recent
8511,3,2,2,78323.65,Regular
6455,2,2,2,78338.72,At Risk
751,4,5,2,78362.53,Recent
6326,3,3,2,78371.98,Regular
6478,3,3,2,78420.81,Regular
7941,2,2,2,78427.90,At Risk
5580,2,3,2,78428.37,Regular
2818,5,3,2,78432.73,Recent
1306,3,3,2,78436.31,Regular
3140,5,1,2,78444.76,Recent
866,5,1,2,78452.63,Recent
4356,3,3,2,78462.01,Regular
2260,1,1,2,78467.59,At Risk
9829,2,2,2,78481.18,At Risk
2159,4,3,2,78531.25,Recent
3752,5,4,2,78538.52,Recent
1471,3,4,2,78540.94,Regular
6499,5,4,2,78566.94,Recent
5795,1,1,2,78654.30,At Risk
3685,1,4,2,78665.03,Regular
7602,1,2,2,78665.64,At Risk
2102,4,3,2,78666.08,Recent
9123,3,3,2,78697.94,Regular
7033,4,1,2,78708.81,Recent
6042,3,2,2,78721.04,Regular
5591,3,1,2,78724.18,Regular
1453,2,2,2,78741.09,At Risk
6697,1,2,2,78762.52,At Risk
7526,2,4,2,78765.51,Regular
5496,1,2,2,78803.32,At Risk
3080,1,1,2,78860.66,At Risk
6683,2,2,2,78861.17,At Risk
4759,3,3,2,78864.37,Regular
6750,1,5,2,78884.08,Regular
6738,4,3,2,78886.04,Recent
9686,5,1,2,78896.31,Recent
6267,2,2,2,78922.51,At Risk
7788,2,1,2,78930.22,At Risk
8864,2,3,2,78935.32,Regular
3023,2,3,2,78949.65,Regular
4368,2,2,2,78958.45,At Risk
1795,1,4,2,78989.38,Regular
2220,1,2,2,78989.41,At Risk
6273,1,2,2,79025.67,At Risk
6792,3,3,2,79124.70,Regular
6130,1,1,2,79140.81,At Risk
9786,4,3,2,79164.89,Recent
3453,2,2,2,79168.52,At Risk
6636,5,4,2,79203.15,Recent
7445,2,2,2,79228.51,At Risk
1120,5,1,2,79267.02,Recent
7260,2,3,2,79295.99,Regular
4173,4,3,2,79339.26,Recent
8878,3,4,2,79444.37,Regular
7401,2,2,2,79486.60,At Risk
387,2,2,2,79517.18,At Risk
8359,3,4,2,79569.90,Regular
6369,4,3,2,79580.17,Recent
1155,5,3,2,79663.95,Recent
746,2,2,2,79670.41,At Risk
3614,2,2,2,79708.33,At Risk
4958,1,1,2,79750.51,At Risk
3554,3,2,2,79753.18,Regular
2678,1,1,2,79784.80,At Risk
7680,3,3,2,79793.46,Regular
6654,4,4,2,79793.83,Recent
6466,4,3,2,79865.49,Recent
1004,4,3,2,79890.40,Recent
2078,3,3,2,79914.41,Regular
4066,5,3,2,79924.77,Recent
1340,5,2,2,79928.04,Recent
2686,1,2,2,79931.50,At Risk
11,4,5,2,79944.97,Recent
8865,4,2,2,79951.89,Recent
8124,2,2,2,79964.57,At Risk
6876,5,1,2,80006.29,Recent
6743,3,2,2,80009.07,Regular
7461,1,2,2,80014.11,At Risk
2671,3,4,2,80017.11,Regular
6157,3,3,2,80059.47,Regular
4318,5,3,2,80088.31,Recent
1961,3,4,2,80147.53,Regular
1966,3,3,2,80157.11,Regular
1127,3,1,2,80164.64,Regular
6146,1,4,2,80179.41,Regular
6266,5,4,2,80193.63,Recent
9715,5,3,2,80207.92,Recent
6486,4,1,2,80277.31,Recent
8463,1,1,2,80280.59,At Risk
4431,4,2,2,80286.71,Recent
8132,2,1,2,80322.03,At Risk
1934,2,4,2,80353.80,Regular
6972,3,3,2,80359.04,Regular
754,3,3,2,80394.28,Regular
9920,1,2,2,80483.89,At Risk
5650,2,2,2,80489.67,At Risk
5529,3,2,2,80498.19,Regular
1037,4,3,2,80501.28,Recent
6158,1,2,2,80515.34,At Risk
3029,3,1,2,80520.65,Regular
6908,2,2,2,80522.76,At Risk
1977,3,5,2,80532.68,Regular
2191,5,3,2,80566.21,Recent
3839,2,2,2,80585.43,At Risk
6240,5,1,2,80593.65,Recent
1546,4,4,2,80638.13,Recent
7465,3,2,2,80644.86,Regular
4385,5,4,2,80695.96,Recent
8332,4,4,2,80719.19,Recent
9385,4,4,2,80768.18,Recent
5857,5,4,2,80793.37,Recent
5169,5,1,2,80794.84,Recent
9970,1,2,2,80807.18,At Risk
3597,5,1,2,80818.11,Recent
9383,1,1,2,80831.50,At Risk
2999,5,3,2,80851.26,Recent
5255,2,2,2,80871.09,At Risk
1647,4,4,2,80884.98,Recent
2404,4,3,2,80901.78,Recent
66,5,4,2,80904.78,Recent
7344,2,2,2,80952.38,At Risk
5610,1,2,2,80953.69,At Risk
7360,1,2,2,80982.33,At Risk
9661,5,3,2,80994.51,Recent
249,4,3,2,81001.96,Recent
6062,4,4,2,81008.78,Recent
760,4,3,2,81043.10,Recent
8405,2,3,2,81053.69,Regular
7235,3,2,2,81069.16,Regular
6242,1,1,2,81080.98,At Risk
9180,2,1,2,81103.18,At Risk
8062,4,3,2,81109.74,Recent
5144,4,4,2,81163.47,Recent
6574,3,3,2,81169.58,Regular
3715,3,2,2,81182.90,Regular
4381,2,1,2,81247.96,At Risk
2098,2,2,2,81279.39,At Risk
1553,1,1,2,81282.72,At Risk
279,4,1,2,81306.20,Recent
7617,1,2,2,81318.58,At Risk
1945,4,2,2,81357.82,Recent
9896,5,3,2,81363.18,Recent
8888,1,4,2,81370.56,Regular
4706,4,3,2,81378.97,Recent
575,3,3,2,81416.47,Regular
6629,2,1,2,81476.18,At Risk
3242,1,1,2,81519.74,At Risk
127,1,1,2,81559.79,At Risk
5798,5,1,2,81560.80,Recent
7342,3,2,2,81596.23,Regular
5486,1,2,2,81627.25,At Risk
7914,1,1,2,81641.10,At Risk
3423,2,2,2,81728.40,At Risk
1732,1,2,2,81731.57,At Risk
8882,5,3,2,81735.62,Recent
7409,4,3,2,81735.75,Recent
600,1,1,2,81751.38,At Risk
7967,2,2,2,81787.22,At Risk
3535,1,2,2,81852.65,At Risk
9629,5,4,2,81914.62,Recent
1219,2,2,2,81919.64,At Risk
50,1,1,2,81939.36,At Risk
1388,4,3,2,81941.29,Recent
5117,4,2,2,81953.16,Recent
607,2,1,2,81990.19,At Risk
9152,4,3,2,81999.88,Recent
3541,1,4,2,82100.13,Regular
8450,5,1,2,82124.15,Recent
1414,3,3,2,82126.66,Regular
9524,3,3,2,82139.53,Regular
3038,3,4,2,82141.07,Regular
5327,4,3,2,82197.22,Recent
4330,4,3,2,82200.27,Recent
180,3,2,2,82215.79,Regular
669,1,1,2,82260.86,At Risk
1949,1,2,2,82266.25,At Risk
8778,1,1,2,82302.04,At Risk
6398,1,2,2,82305.18,At Risk
2472,5,3,2,82366.50,Recent
7014,1,2,2,82372.76,At Risk
1223,2,2,2,82383.64,At Risk
5151,3,2,2,82391.04,Regular
5222,5,2,2,82402.26,Recent
9808,4,2,2,82403.99,Recent
1676,5,4,2,82408.91,Recent
8810,3,3,2,82528.10,Regular
1148,3,3,2,82531.09,Regular
2105,4,4,2,82537.65,Recent
464,2,2,2,82558.10,At Risk
4234,3,3,2,82583.94,Regular
6799,5,3,2,82631.51,Recent
4548,1,2,2,82632.56,At Risk
9285,2,2,2,82666.52,At Risk
2992,2,4,2,82668.05,Regular
8605,3,3,2,82706.06,Regular
8595,3,3,2,82763.39,Regular
6059,1,2,2,82765.95,At Risk
2944,2,3,2,82777.92,Regular
9261,3,1,2,82789.16,Regular
9839,4,5,2,82805.85,Recent
9197,3,4,2,82846.42,Regular
4766,3,3,2,82855.42,Regular
9198,5,4,2,82860.75,Recent
3795,3,3,2,82883.53,Regular
5202,1,2,2,82886.96,At Risk
1822,1,2,2,82909.55,At Risk
9174,1,3,2,82921.12,Regular
4277,3,4,2,82936.30,Regular
4929,4,1,2,82937.40,Recent
6952,1,2,2,82952.94,At Risk
9937,3,4,2,83031.13,Regular
