booking_id,order_id,customer_key,route_key,date_key,seat_class,order_status,price,ticket_count
10760,7977,673,44,2024-09-16,economy,paid,32645.02,1
10761,7978,899,19,2025-03-10,economy,created,3483.87,1
10762,7978,899,34,2025-03-12,business,created,28580.32,1
10763,7979,8255,14,2025-10-19,economy,paid,22977.13,1
10764,7980,8543,51,2024-09-23,economy,paid,12522.85,1
10765,7981,5760,28,2026-02-27,economy,paid,8796.15,1
10766,7981,5760,3,2026-02-21,economy,paid,6101.02,1
10767,7982,7661,5,2025-09-05,economy,paid,44296.89,1
10768,7982,7661,21,2025-08-11,economy,paid,54982.88,1
10769,7983,4805,60,2025-09-30,economy,cancelled,57233.34,1
10770,7984,8098,3,2026-06-11,economy,paid,5534.48,1
10771,7984,8098,22,2026-06-04,economy,paid,1980.53,1
10772,7985,2138,10,2024-08-04,economy,paid,13172.71,1
10773,7985,2138,9,2024-08-10,economy,paid,10852.42,1
10774,7986,5115,41,2026-02-01,business,paid,25002.34,1
10775,7987,6315,13,2026-06-26,economy,created,9687.11,1
10776,7988,3128,46,2025-03-13,economy,cancelled,37989.73,1
10777,7989,1241,2,2024-08-29,economy,paid,13829.50,1
10778,7990,3644,2,2025-12-10,economy,paid,9963.15,1
10779,7990,3644,26,2026-01-27,economy,paid,30483.58,1
10780,7991,832,59,2025-10-20,economy,paid,34680.80,1
10781,7991,832,55,2025-11-03,economy,paid,8353.53,1
10782,7991,832,3,2025-11-17,economy,paid,4817.38,1
10783,7992,6145,22,2026-04-02,business,cancelled,4658.43,1
10784,7993,5537,51,2025-12-09,economy,created,13108.27,1
10785,7994,4876,15,2025-04-07,business,paid,11942.29,1
10786,7994,4876,30,2025-03-27,economy,paid,3597.29,1
10787,7995,1023,32,2025-06-18,business,paid,22523.09,1
10788,7996,9614,3,2024-11-05,economy,paid,5395.24,1
10789,7997,468,47,2025-03-04,economy,cancelled,2550.52,1
10790,7998,4397,11,2024-10-02,economy,created,11503.84,1
10791,7998,4397,24,2024-10-24,economy,created,11293.72,1
10792,7998,4397,8,2024-10-02,economy,created,19250.47,1
10793,7999,2079,21,2025-01-22,economy,paid,35038.55,1
10794,7999,2079,3,2025-01-03,economy,paid,5321.07,1
10795,8000,6689,35,2026-05-04,economy,paid,18294.65,1
10796,8001,5192,48,2025-06-06,economy,paid,24746.47,1
10797,8002,5785,12,2025-08-03,economy,created,26803.19,1
10798,8002,5785,1,2025-08-10,economy,created,27925.98,1
10799,8002,5785,12,2025-09-03,business,created,58786.43,1
10800,8003,8090,43,2025-11-05,economy,paid,30843.15,1
10801,8004,9215,27,2024-11-12,economy,created,33700.72,1
10802,8005,6099,57,2025-02-12,economy,paid,5582.85,1
10803,8006,1051,9,2026-03-29,economy,cancelled,10223.74,1
10804,8007,3050,34,2025-07-12,economy,paid,11834.88,1
10805,8008,6652,41,2026-02-13,business,paid,18850.41,1
10806,8009,6396,48,2026-06-22,economy,paid,29382.85,1
10807,8010,6840,34,2026-03-21,economy,created,11733.29,1
10808,8011,1101,42,2024-11-28,business,paid,68753.63,1
10809,8012,1370,54,2024-12-15,economy,paid,35865.83,1
10810,8013,2837,11,2025-04-21,economy,paid,9726.30,1
10811,8014,4038,40,2026-06-19,economy,created,35290.39,1
10812,8015,4904,45,2025-03-11,economy,created,52122.30,1
10813,8016,5319,44,2025-06-03,economy,cancelled,52501.23,1
10814,8017,1338,20,2026-05-09,economy,paid,3004.43,1
10815,8017,1338,23,2026-06-17,economy,paid,44056.77,1
10816,8018,6474,48,2025-12-23,economy,created,23461.86,1
10817,8018,6474,1,2026-02-05,economy,created,20022.57,1
10818,8019,1166,49,2025-01-31,business,created,33057.13,1
10819,8019,1166,29,2025-03-17,economy,created,9856.95,1
10820,8019,1166,2,2025-03-11,economy,created,12853.06,1
10821,8020,265,60,2025-12-30,economy,paid,54165.08,1
10822,8021,4931,25,2025-11-16,economy,paid,20137.95,1
10823,8022,3164,31,2025-11-29,economy,paid,42735.74,1
10824,8023,5604,14,2025-12-01,economy,paid,31802.81,1
10825,8024,4165,6,2025-01-04,business,created,53111.62,1
10826,8025,2129,10,2024-10-20,economy,paid,13478.48,1
10827,8025,2129,60,2024-11-26,economy,paid,58226.47,1
10828,8026,3105,9,2025-09-09,business,cancelled,26838.52,1
10829,8027,4612,24,2025-02-02,economy,paid,11191.63,1
10830,8027,4612,6,2025-02-07,economy,paid,29190.86,1
10831,8028,2192,15,2026-06-25,economy,created,4876.88,1
10832,8029,8716,13,2025-11-08,economy,paid,13084.26,1
10833,8030,5395,40,2025-06-13,business,cancelled,120962.53,1
10834,8030,5395,51,2025-05-30,economy,cancelled,13234.66,1
10835,8031,2124,47,2026-04-29,economy,paid,3230.75,1
10836,8032,7945,6,2025-04-17,economy,created,29975.87,1
10837,8032,7945,37,2025-04-22,economy,created,3909.88,1
10838,8033,4169,35,2026-04-09,business,paid,35882.52,1
10839,8033,4169,19,2026-03-31,economy,paid,3123.71,1
10840,8034,7210,13,2026-08-15,economy,created,14162.44,1
10841,8034,7210,16,2026-08-18,business,created,108723.72,1
10842,8035,244,17,2024-09-19,economy,paid,17533.87,1
10843,8036,2738,59,2025-08-27,business,paid,96414.84,1
10844,8037,4417,59,2026-03-04,economy,paid,31280.21,1
10845,8038,5532,13,2025-12-16,economy,paid,12207.53,1
10846,8039,2058,17,2025-09-30,economy,cancelled,23494.14,1
10847,8040,8523,34,2024-11-09,economy,created,10068.66,1
10848,8041,2718,58,2026-03-10,economy,created,10995.28,1
10849,8042,5516,14,2026-08-03,economy,paid,23150.48,1
10850,8042,5516,55,2026-07-25,economy,paid,7111.22,1
10851,8043,7329,60,2025-07-04,economy,paid,37576.54,1
10852,8043,7329,40,2025-07-19,economy,paid,44338.51,1
10853,8044,3154,1,2026-01-20,economy,paid,24739.86,1
10854,8045,3600,3,2025-04-20,economy,paid,6724.27,1
10855,8045,3600,31,2025-05-04,business,paid,81701.69,1
10856,8046,8046,33,2025-08-24,economy,paid,3870.43,1
10857,8047,1352,18,2024-08-23,economy,created,37710.05,1
10858,8048,740,4,2026-06-22,economy,created,13164.02,1
10859,8049,2463,24,2026-01-20,economy,paid,16311.29,1
10860,8050,2177,9,2024-10-18,business,created,35375.82,1
10861,8050,2177,8,2024-10-07,economy,created,18193.11,1
10862,8051,3454,3,2025-01-05,economy,paid,5023.24,1
10863,8051,3454,15,2025-01-14,economy,paid,5974.01,1
10864,8052,5881,42,2026-06-21,economy,created,22193.92,1
10865,8053,1589,58,2025-09-28,business,paid,36753.77,1
10866,8053,1589,32,2025-09-27,economy,paid,7930.65,1
10867,8054,3931,11,2025-07-15,economy,paid,13096.01,1
10868,8055,3093,29,2025-06-01,business,paid,21848.41,1
10869,8056,1162,49,2024-11-13,economy,paid,9706.27,1
10870,8056,1162,1,2024-12-02,economy,paid,27484.68,1
10871,8056,1162,36,2024-11-22,economy,paid,36970.82,1
10872,8057,1872,38,2025-12-28,economy,created,14828.03,1
10873,8057,1872,17,2026-01-05,business,created,47928.38,1
10874,8058,4813,55,2025-10-17,business,created,22146.96,1
10875,8058,4813,20,2025-09-25,economy,created,3800.13,1
10876,8059,2648,57,2025-10-08,economy,paid,4225.07,1
10877,8060,8874,31,2026-02-02,business,paid,98630.46,1
10878,8061,1783,36,2025-06-20,business,cancelled,119241.06,1
10879,8062,3762,24,2025-11-26,business,paid,31093.89,1
10880,8063,9884,55,2025-11-09,economy,paid,8858.00,1
10881,8063,9884,17,2025-12-09,economy,paid,20923.76,1
10882,8064,4839,24,2024-12-18,economy,paid,13017.36,1
10883,8064,4839,2,2024-12-30,economy,paid,15162.12,1
10884,8065,4246,34,2024-10-09,economy,paid,10756.49,1
10885,8066,518,53,2025-10-21,economy,paid,4747.79,1
10886,8067,2974,55,2024-10-30,business,created,19725.10,1
10887,8068,7505,31,2025-07-17,economy,created,34758.79,1
10888,8069,1661,51,2026-02-13,economy,paid,14658.50,1
10889,8070,5992,30,2025-01-09,economy,paid,2738.81,1
10890,8071,9841,4,2025-09-09,economy,paid,10746.54,1
10891,8072,1780,9,2025-08-13,business,paid,26324.16,1
10892,8073,2538,8,2024-08-08,economy,cancelled,17864.02,1
10893,8074,864,57,2024-11-20,economy,paid,4133.20,1
10894,8074,864,23,2024-12-06,economy,paid,39707.24,1
10895,8075,596,45,2025-08-06,economy,paid,37175.19,1
10896,8076,6690,49,2025-07-21,economy,paid,11556.14,1
10897,8076,6690,13,2025-08-23,economy,paid,9885.00,1
10898,8077,1373,59,2025-01-26,economy,paid,36885.61,1
10899,8078,4892,32,2025-08-08,economy,paid,9596.76,1
10900,8079,9527,7,2026-01-13,economy,paid,14431.44,1
10901,8079,9527,9,2026-01-13,economy,paid,10890.58,1
10902,8080,6089,49,2024-10-07,economy,paid,10661.34,1
10903,8081,4691,59,2024-11-05,business,cancelled,85806.20,1
10904,8082,5552,58,2024-11-26,economy,paid,14534.95,1
10905,8083,8508,26,2026-06-03,economy,paid,37647.56,1
10906,8084,7335,57,2024-09-26,economy,paid,5002.32,1
10907,8085,7341,58,2025-03-08,economy,created,9920.25,1
10908,8086,3268,35,2026-07-06,economy,cancelled,13788.81,1
10909,8086,3268,9,2026-06-12,economy,cancelled,13579.41,1
10910,8087,4150,34,2025-11-05,economy,paid,14711.76,1
10911,8088,6454,8,2024-10-04,economy,paid,21902.79,1
10912,8089,932,24,2024-09-04,economy,paid,10737.27,1
10913,8090,9364,2,2025-01-11,economy,paid,11474.72,1
10914,8090,9364,40,2025-02-20,economy,paid,49386.83,1
10915,8091,344,5,2025-07-24,business,created,76617.44,1
10916,8092,9465,7,2026-05-12,economy,created,11047.57,1
10917,8093,9857,13,2025-02-02,economy,paid,9525.15,1
10918,8094,2002,28,2025-07-25,economy,paid,6331.10,1
10919,8095,2325,15,2026-02-15,economy,paid,5714.88,1
10920,8096,8216,12,2025-02-08,economy,paid,29102.22,1
10921,8097,7540,34,2026-07-15,business,paid,28727.32,1
10922,8098,3865,20,2025-08-07,economy,paid,3111.82,1
10923,8099,3667,54,2026-04-25,economy,cancelled,41907.93,1
10924,8099,3667,54,2026-06-10,economy,cancelled,33999.09,1
10925,8100,485,38,2025-10-02,economy,paid,16771.36,1
10926,8101,4182,29,2026-04-01,economy,cancelled,10178.13,1
10927,8102,4253,57,2024-09-22,business,paid,9193.34,1
10928,8103,2928,22,2025-07-18,economy,created,2294.72,1
10929,8104,1642,49,2025-02-09,economy,paid,12966.71,1
10930,8105,865,41,2025-11-17,economy,created,8028.59,1
10931,8106,7356,43,2025-12-13,economy,paid,34292.92,1
10932,8107,6347,14,2024-11-04,economy,paid,26045.15,1
10933,8108,9315,33,2025-02-16,economy,paid,4236.01,1
10934,8109,8811,52,2025-03-08,economy,paid,13942.06,1
10935,8110,1319,35,2024-12-28,economy,paid,14619.74,1
10936,8111,9868,48,2025-07-15,economy,paid,24251.03,1
10937,8112,3700,12,2025-09-30,business,paid,59331.62,1
10938,8112,3700,6,2025-09-14,economy,paid,27647.69,1
10939,8112,3700,48,2025-08-12,economy,paid,26394.77,1
10940,8113,3437,5,2025-07-01,economy,paid,42558.84,1
10941,8113,3437,60,2025-06-24,economy,paid,55977.99,1
10942,8114,8492,23,2024-08-17,economy,paid,34852.83,1
10943,8114,8492,11,2024-08-19,economy,paid,12049.13,1
10944,8115,7086,32,2026-03-24,economy,paid,8422.03,1
10945,8115,7086,32,2026-03-13,economy,paid,7367.37,1
10946,8116,6124,38,2025-09-14,economy,cancelled,15553.77,1
10947,8116,6124,16,2025-09-10,economy,cancelled,43606.02,1
10948,8117,9318,23,2024-12-19,economy,paid,52776.74,1
10949,8118,8398,52,2025-06-29,economy,paid,13030.71,1
10950,8118,8398,60,2025-05-29,economy,paid,38320.78,1
10951,8118,8398,31,2025-05-25,economy,paid,34981.30,1
10952,8119,7447,25,2025-05-22,economy,paid,20476.09,1
10953,8119,7447,51,2025-05-19,economy,paid,13160.33,1
10954,8120,5029,53,2025-08-23,economy,created,5222.14,1
10955,8121,676,15,2026-01-20,economy,cancelled,4743.55,1
10956,8122,2063,34,2025-07-05,economy,created,10343.96,1
10957,8123,8877,2,2024-09-04,economy,created,13716.65,1
10958,8124,6081,6,2025-06-04,economy,created,25293.76,1
10959,8124,6081,41,2025-05-02,economy,created,9144.90,1
10960,8125,2171,21,2026-02-23,business,paid,89039.47,1
10961,8126,8594,15,2026-09-05,economy,paid,3985.84,1
10962,8126,8594,58,2026-08-13,economy,paid,14269.15,1
10963,8127,1304,59,2025-10-11,economy,created,28514.89,1
10964,8127,1304,13,2025-10-02,economy,created,11178.65,1
10965,8128,645,37,2025-12-05,economy,paid,4243.11,1
10966,8129,6191,16,2025-10-09,economy,paid,33597.56,1
10967,8129,6191,19,2025-09-08,economy,paid,3132.90,1
10968,8130,6316,42,2026-01-02,economy,paid,22063.18,1
10969,8131,3422,56,2024-10-27,economy,created,8715.29,1
10970,8132,953,28,2025-10-13,business,paid,17673.28,1
10971,8133,3784,57,2025-03-31,economy,cancelled,5025.10,1
10972,8134,503,19,2025-09-11,business,paid,10865.74,1
10973,8135,8166,20,2026-07-08,economy,paid,4113.78,1
10974,8136,3292,22,2025-09-27,economy,created,1988.62,1
10975,8136,3292,3,2025-08-15,economy,created,4775.32,1
10976,8136,3292,37,2025-08-21,economy,created,4620.03,1
10977,8137,8099,50,2025-09-19,business,paid,42072.86,1
10978,8138,2929,17,2024-08-31,economy,paid,21548.92,1
10979,8138,2929,54,2024-09-08,economy,paid,34018.83,1
10980,8139,395,37,2025-04-01,economy,created,5096.96,1
10981,8140,809,41,2025-05-05,economy,paid,9684.99,1
10982,8140,809,12,2025-05-06,economy,paid,25251.67,1
10983,8141,1325,22,2026-01-03,economy,paid,1722.45,1
10984,8142,6742,18,2025-10-13,business,paid,103296.58,1
10985,8143,7089,52,2024-12-29,economy,paid,12393.75,1
10986,8144,8992,13,2026-07-15,economy,paid,12558.56,1
10987,8145,4092,30,2024-12-28,business,paid,9339.23,1
10988,8146,7106,15,2025-05-05,economy,created,4136.91,1
10989,8146,7106,58,2025-06-01,economy,created,11418.85,1
10990,8147,6629,58,2024-09-30,economy,paid,10110.52,1
10991,8147,6629,12,2024-10-18,economy,paid,35275.56,1
10992,8148,5977,27,2024-10-16,economy,created,50710.87,1
10993,8149,8276,35,2026-05-15,economy,paid,14023.84,1
10994,8149,8276,2,2026-04-13,economy,paid,14698.11,1
10995,8150,2477,3,2025-02-19,economy,cancelled,6477.69,1
10996,8150,2477,58,2025-02-19,economy,cancelled,13074.39,1
10997,8151,8563,35,2026-05-31,economy,paid,17897.07,1
10998,8152,118,3,2026-04-11,economy,paid,6513.56,1
10999,8153,4916,30,2025-06-20,economy,created,3176.09,1
11000,8154,5063,1,2025-02-19,economy,paid,23148.48,1
11001,8154,5063,27,2025-03-02,business,paid,91225.71,1
11002,8154,5063,33,2025-02-10,economy,paid,4489.11,1
11003,8155,4103,53,2025-10-18,economy,paid,4418.32,1
11004,8156,8212,37,2025-08-21,economy,paid,4819.71,1
11005,8156,8212,35,2025-08-19,business,paid,48335.98,1
11006,8157,8183,8,2026-07-29,economy,paid,22541.20,1
11007,8158,8305,19,2024-08-30,economy,paid,3711.29,1
11008,8159,906,45,2025-06-06,economy,paid,42193.50,1
11009,8160,174,13,2025-10-24,economy,created,14228.28,1
11010,8161,9472,38,2024-08-15,economy,created,19724.45,1
11011,8162,5084,59,2026-03-17,business,paid,80443.50,1
11012,8163,755,51,2025-10-14,economy,paid,12169.11,1
11013,8164,3332,35,2025-07-01,business,created,34331.75,1
11014,8165,9181,54,2026-05-31,economy,paid,45082.29,1
11015,8166,7077,31,2024-09-03,economy,cancelled,35612.58,1
11016,8167,1433,31,2024-09-21,economy,paid,28080.17,1
11017,8168,8737,40,2025-06-13,economy,paid,33161.73,1
11018,8168,8737,37,2025-05-11,economy,paid,4681.18,1
11019,8169,2054,29,2026-07-18,economy,paid,11257.01,1
11020,8170,6013,49,2024-07-21,economy,paid,9689.91,1
11021,8171,952,43,2026-04-19,economy,created,41814.47,1
11022,8172,770,13,2026-06-26,economy,paid,10212.76,1
11023,8173,5638,50,2024-11-21,business,paid,37131.93,1
11024,8174,5645,34,2025-06-25,economy,created,9961.71,1
11025,8175,1948,46,2025-10-04,economy,created,24281.65,1
11026,8176,690,31,2025-10-11,economy,paid,30759.69,1
11027,8177,5976,11,2026-06-29,economy,paid,10562.54,1
11028,8178,8291,29,2025-10-11,economy,paid,11228.62,1
11029,8179,1428,43,2025-04-16,economy,paid,43546.50,1
11030,8180,2061,1,2026-06-15,business,paid,74571.18,1
11031,8180,2061,15,2026-07-20,economy,paid,5490.47,1
11032,8181,8581,1,2025-05-29,economy,created,20263.65,1
11033,8182,2079,30,2025-08-11,business,paid,8947.55,1
11034,8182,2079,1,2025-08-05,economy,paid,20936.42,1
11035,8183,8556,5,2026-01-04,business,paid,108325.66,1
11036,8184,2868,17,2024-09-05,economy,cancelled,26553.86,1
11037,8185,3536,5,2025-05-03,economy,paid,37655.47,1
11038,8186,3911,41,2025-12-14,economy,paid,10389.18,1
11039,8187,3250,57,2025-08-30,economy,created,5035.34,1
11040,8188,7154,10,2024-10-21,business,paid,30574.96,1
11041,8188,7154,34,2024-09-01,economy,paid,9466.64,1
11042,8188,7154,24,2024-10-22,economy,paid,10701.63,1
11043,8189,7756,55,2026-06-08,economy,cancelled,6843.02,1
11044,8190,2742,13,2025-03-04,economy,created,12001.19,1
11045,8191,1569,19,2025-07-30,economy,paid,2932.52,1
11046,8191,1569,41,2025-07-19,economy,paid,11139.13,1
11047,8192,5599,38,2024-08-08,economy,paid,22343.33,1
11048,8192,5599,2,2024-08-28,economy,paid,12087.34,1
11049,8193,8242,4,2024-12-17,economy,paid,11389.71,1
11050,8193,8242,43,2025-01-27,economy,paid,34096.51,1
11051,8194,5669,37,2025-11-06,economy,paid,4088.20,1
11052,8194,5669,12,2025-11-12,economy,paid,28449.75,1
11053,8195,3209,37,2026-08-12,economy,paid,4014.20,1
11054,8196,5553,21,2025-02-11,business,paid,88683.34,1
11055,8197,8414,29,2025-07-26,economy,paid,8143.28,1
11056,8198,7043,42,2026-03-30,business,paid,72543.00,1
11057,8199,9774,16,2026-06-01,business,paid,86144.38,1
11058,8200,3936,4,2025-05-11,economy,paid,12392.38,1
11059,8201,2887,17,2024-10-31,economy,paid,23724.21,1
11060,8201,2887,24,2024-11-14,economy,paid,15554.70,1
11061,8202,5782,22,2025-09-15,economy,paid,1874.70,1
11062,8203,972,50,2026-03-06,economy,paid,19484.79,1
11063,8204,6132,29,2026-02-27,economy,paid,8405.53,1
11064,8204,6132,43,2026-01-30,economy,paid,38925.35,1
11065,8205,9447,10,2024-09-07,economy,paid,9538.64,1
11066,8205,9447,37,2024-08-07,economy,paid,4622.03,1
11067,8206,1071,25,2026-02-05,economy,created,25090.55,1
11068,8207,6492,51,2025-09-24,economy,paid,11642.72,1
11069,8208,6058,7,2025-05-21,economy,paid,14367.73,1
11070,8209,4499,6,2026-07-12,economy,paid,23434.36,1
11071,8209,4499,43,2026-07-01,economy,paid,29024.44,1
11072,8209,4499,23,2026-08-03,economy,paid,38391.40,1
11073,8210,1237,31,2024-10-02,business,paid,98528.79,1
11074,8210,1237,2,2024-08-19,economy,paid,14660.93,1
11075,8211,1639,28,2026-08-03,economy,paid,6547.24,1
11076,8212,1799,35,2025-05-21,economy,paid,16875.74,1
11077,8213,3325,11,2025-08-04,business,paid,36708.01,1
11078,8214,7606,43,2025-09-10,business,paid,95101.40,1
11079,8215,5364,57,2026-03-13,economy,cancelled,4236.43,1
11080,8216,1640,22,2026-02-26,business,paid,5512.65,1
11081,8216,1640,2,2026-02-02,business,paid,33727.11,1
11082,8217,771,48,2026-07-05,economy,paid,30014.62,1
11083,8218,8094,16,2024-08-17,economy,paid,42380.17,1
11084,8219,8734,18,2026-03-19,economy,cancelled,50654.28,1
11085,8220,210,41,2024-09-10,economy,paid,7508.42,1
11086,8221,6095,31,2024-08-26,economy,paid,42027.06,1
11087,8222,2235,52,2024-10-11,business,paid,42842.65,1
11088,8223,7108,38,2025-09-14,economy,paid,15399.10,1
11089,8223,7108,32,2025-09-30,economy,paid,8614.96,1
11090,8224,9592,25,2026-03-12,economy,created,27106.69,1
11091,8224,9592,48,2026-02-25,economy,created,23437.37,1
11092,8224,9592,19,2026-03-22,economy,created,3450.54,1
11093,8225,1191,36,2025-07-11,business,created,87895.72,1
11094,8226,4677,55,2025-01-12,economy,paid,7119.05,1
11095,8227,3257,14,2024-11-08,economy,created,27118.34,1
11096,8228,5668,58,2025-07-10,economy,created,12498.45,1
11097,8229,7624,47,2026-08-20,economy,created,2864.53,1
11098,8230,3093,40,2026-01-15,economy,paid,43207.32,1
11099,8231,9098,10,2025-02-04,economy,paid,14411.11,1
11100,8231,9098,35,2025-01-08,economy,paid,15313.07,1
11101,8232,6376,3,2024-10-14,economy,paid,5406.51,1
11102,8233,1826,31,2025-12-06,business,paid,92497.36,1
11103,8234,3725,52,2026-08-15,economy,paid,14669.96,1
11104,8234,3725,60,2026-07-08,business,paid,119249.22,1
11105,8235,122,31,2026-01-13,economy,paid,43309.27,1
11106,8236,205,35,2024-12-20,business,paid,43033.34,1
11107,8237,2757,16,2026-06-04,business,cancelled,107943.36,1
11108,8238,8290,4,2025-10-06,economy,cancelled,13136.09,1
11109,8239,973,53,2025-09-21,economy,paid,6293.05,1
11110,8240,7845,16,2025-09-20,economy,created,42218.54,1
11111,8241,8435,40,2026-02-28,economy,paid,34899.25,1
11112,8242,6458,45,2025-04-22,economy,paid,35427.65,1
11113,8243,8445,4,2025-02-16,business,paid,31734.16,1
11114,8244,2352,47,2025-08-12,economy,paid,2523.51,1
11115,8245,4821,29,2026-03-06,business,paid,31035.38,1
11116,8246,3518,17,2024-10-11,economy,created,22692.61,1
11117,8247,2904,32,2025-12-03,economy,created,10648.92,1
11118,8247,2904,59,2026-01-06,economy,created,35927.61,1
11119,8248,993,42,2025-09-10,economy,paid,23870.10,1
11120,8249,2304,6,2025-04-08,economy,paid,25411.29,1
11121,8250,6222,21,2025-09-14,economy,paid,36333.89,1
11122,8251,2959,19,2025-08-09,economy,paid,2984.44,1
11123,8251,2959,29,2025-07-24,economy,paid,8222.84,1
11124,8251,2959,6,2025-08-14,business,paid,78566.66,1
11125,8252,5338,34,2024-09-29,economy,created,12218.94,1
11126,8253,3861,17,2024-09-14,economy,created,26485.30,1
11127,8254,3694,15,2025-04-26,business,created,15265.08,1
11128,8255,9606,13,2025-01-15,business,paid,25604.70,1
11129,8255,9606,12,2025-01-07,economy,paid,23777.63,1
11130,8256,8149,19,2026-06-12,economy,cancelled,3286.96,1
11131,8257,3308,36,2026-06-09,economy,paid,41592.35,1
11132,8258,4670,56,2026-01-30,business,paid,25806.38,1
11133,8259,3099,38,2026-01-26,economy,paid,21099.28,1
11134,8259,3099,60,2026-03-21,business,paid,145530.35,1
11135,8260,6402,1,2025-02-05,economy,paid,25634.27,1
11136,8261,1878,33,2025-05-25,economy,cancelled,4635.51,1
11137,8262,7375,52,2025-12-06,business,paid,43490.34,1
11138,8262,7375,56,2025-12-19,business,paid,26835.81,1
11139,8263,7026,46,2025-01-17,business,created,89256.80,1
11140,8264,1743,6,2026-03-12,economy,paid,22840.13,1
11141,8264,1743,51,2026-03-05,economy,paid,12635.84,1
11142,8265,7416,43,2025-08-02,economy,created,35542.28,1
11143,8265,7416,56,2025-08-27,economy,created,7739.33,1
11144,8266,6086,27,2026-07-01,economy,paid,37874.10,1
11145,8267,3718,59,2025-03-28,economy,created,37983.14,1
11146,8267,3718,13,2025-04-16,business,created,23546.71,1
11147,8268,4727,49,2026-02-15,economy,paid,12977.34,1
11148,8269,8118,24,2024-10-16,economy,paid,11929.24,1
11149,8270,8691,27,2026-01-20,economy,created,51444.12,1
11150,8270,8691,11,2026-01-21,economy,created,12238.93,1
11151,8271,2814,59,2025-03-09,economy,paid,39047.18,1
11152,8271,2814,14,2025-01-31,business,paid,76937.50,1
11153,8272,3928,37,2025-09-19,economy,cancelled,5190.49,1
11154,8273,4610,60,2025-10-22,economy,paid,43632.37,1
11155,8274,3734,39,2025-08-22,economy,cancelled,55116.10,1
11156,8275,6555,43,2026-07-28,economy,paid,43673.65,1
11157,8276,757,13,2026-03-15,business,paid,26910.38,1
11158,8277,4577,17,2026-07-30,economy,paid,23520.31,1
11159,8277,4577,55,2026-07-28,economy,paid,7339.67,1
11160,8278,4367,60,2024-11-14,economy,paid,56274.16,1
11161,8279,7790,33,2025-01-01,economy,paid,5489.43,1
11162,8279,7790,14,2024-12-22,economy,paid,34017.63,1
11163,8280,6383,58,2026-03-17,economy,created,14162.63,1
11164,8280,6383,41,2026-03-29,economy,created,7354.05,1
11165,8281,2451,55,2024-09-03,economy,created,6798.08,1
11166,8282,6778,1,2025-06-05,economy,cancelled,27594.79,1
11167,8283,6710,40,2026-01-16,economy,paid,33299.68,1
11168,8284,6757,45,2025-07-12,economy,paid,54191.18,1
11169,8285,2334,42,2026-04-11,economy,paid,30829.67,1
11170,8286,5714,18,2026-01-11,economy,paid,46123.57,1
11171,8286,5714,38,2026-01-01,business,paid,48569.60,1
11172,8287,9647,19,2025-04-18,economy,paid,3886.64,1
11173,8288,7540,39,2025-06-17,business,paid,149755.38,1
11174,8288,7540,47,2025-06-16,economy,paid,2499.12,1
11175,8289,4009,3,2024-12-10,economy,paid,5249.40,1
11176,8290,6569,40,2026-01-27,business,paid,97919.30,1
11177,8290,6569,21,2025-12-30,economy,paid,34483.69,1
11178,8291,9659,23,2025-02-01,economy,paid,34613.71,1
11179,8292,9103,51,2025-01-17,economy,paid,14376.51,1
11180,8292,9103,56,2025-01-16,business,paid,22368.64,1
11181,8292,9103,13,2024-11-29,economy,paid,10670.84,1
11182,8293,3352,2,2024-09-12,business,created,24396.00,1
11183,8294,3033,7,2025-05-13,business,created,43023.73,1
11184,8295,2327,36,2025-07-19,economy,paid,44636.45,1
11185,8296,7173,55,2025-12-13,business,paid,16973.77,1
11186,8297,785,39,2025-08-18,economy,created,39296.80,1
11187,8298,3477,25,2025-06-23,economy,created,22908.04,1
11188,8298,3477,54,2025-06-30,economy,created,38397.74,1
11189,8299,604,49,2024-11-12,economy,paid,9886.93,1
11190,8300,9592,6,2026-01-06,economy,paid,30951.70,1
11191,8301,6357,25,2025-07-12,business,cancelled,66333.18,1
11192,8301,6357,30,2025-07-07,business,cancelled,9694.23,1
11193,8301,6357,20,2025-07-07,economy,cancelled,2735.97,1
11194,8302,8924,20,2025-05-13,economy,created,3660.40,1
11195,8303,8843,25,2025-07-05,economy,paid,21246.83,1
11196,8304,8027,54,2025-05-26,economy,paid,45651.28,1
11197,8305,6320,32,2025-11-30,business,paid,28533.83,1
11198,8306,6604,38,2026-08-16,economy,paid,22609.77,1
11199,8306,6604,9,2026-08-12,economy,paid,12753.95,1
11200,8307,5919,5,2025-08-22,economy,paid,42255.63,1
11201,8308,9157,56,2025-12-31,business,cancelled,27623.23,1
11202,8309,8201,26,2025-01-07,economy,paid,38826.37,1
11203,8310,7528,3,2025-10-08,economy,cancelled,5389.84,1
11204,8311,74,55,2026-07-26,economy,cancelled,10362.19,1
11205,8311,74,49,2026-08-06,economy,cancelled,11573.56,1
11206,8312,9515,52,2024-10-01,business,created,39337.24,1
11207,8313,2026,49,2025-05-20,economy,paid,10153.75,1
11208,8314,658,57,2026-03-21,business,paid,10251.82,1
11209,8315,2372,20,2026-01-23,economy,paid,3738.34,1
11210,8316,4820,17,2025-06-22,economy,paid,17980.72,1
11211,8317,5338,12,2025-08-12,economy,paid,26109.07,1
11212,8318,6705,53,2026-01-31,economy,paid,5330.93,1
11213,8319,860,14,2025-10-19,economy,paid,21844.97,1
11214,8320,3230,30,2024-12-27,economy,paid,2685.54,1
